attack,defense,hp,iconPokemon,id,name,spAttack,spDefense,speed,total,typePokemon
120,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,0362,Glalie,120,80,100,580,Ice
40,50,70,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,0363,Spheal,55,50,25,290,"Ice,Water"
60,70,90,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,0364,Sealeo,75,70,45,410,"Ice,Water"
80,90,110,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,0365,Walrein,95,90,65,530,"Ice,Water"
64,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,0366,Clamperl,74,55,32,345,Water
104,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,0367,Huntail,94,75,52,485,Water
84,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,0368,Gorebyss,114,75,52,485,Water
90,130,100,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,0369,Relicanth,45,65,55,485,"Water,Rock"
30,55,43,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,0370,Luvdisc,40,65,97,330,Water
75,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,0371,Bagon,40,30,50,300,Dragon
95,100,65,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,0372,Shelgon,60,50,50,420,Dragon
135,80,95,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,0373,Salamence,110,80,100,600,"Dragon,Flying"
145,130,95,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,0373,Salamence,120,90,120,700,"Dragon,Flying"
55,80,40,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,0374,Beldum,35,60,30,300,"Steel,Psychic"
75,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,0375,Metang,55,80,50,420,"Steel,Psychic"
135,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,0376,Metagross,95,90,70,600,"Steel,Psychic"
145,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,0376,Metagross,105,110,110,700,"Steel,Psychic"
100,200,80,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,0377,Regirock,50,100,50,580,Rock
50,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,0378,Regice,100,200,50,580,Ice
75,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,0379,Registeel,75,150,50,580,Steel
80,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,0380,Latias,110,130,110,600,"Dragon,Psychic"
100,120,80,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,0380,Latias,140,150,110,700,"Dragon,Psychic"
90,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,0381,Latios,130,110,110,600,"Dragon,Psychic"
130,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,0381,Latios,160,120,110,700,"Dragon,Psychic"
100,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,0382,Kyogre,150,140,90,670,Water
150,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,0382,Kyogre,180,160,90,770,Water
150,140,100,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,0383,Groudon,100,90,90,670,Ground
180,160,100,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,0383,Groudon,150,90,90,770,"Ground,Fire"
150,90,105,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,0384,Rayquaza,150,90,95,680,"Dragon,Flying"
180,100,105,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,0384,Rayquaza,180,100,115,780,"Dragon,Flying"
100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,0385,Jirachi,100,100,100,600,"Steel,Psychic"
150,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,0386,Deoxys,150,50,150,600,Psychic
180,20,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,0386,Deoxys,180,20,150,600,Psychic
70,160,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,0386,Deoxys,70,160,90,600,Psychic
95,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,0386,Deoxys,95,90,180,600,Psychic
68,64,55,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,0387,Turtwig,45,55,31,318,Grass
89,85,75,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,0388,Grotle,55,65,36,405,Grass
109,105,95,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,0389,Torterra,75,85,56,525,"Grass,Ground"
58,44,44,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,0390,Chimchar,58,44,61,309,Fire
78,52,64,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,0391,Monferno,78,52,81,405,"Fire,Fighting"
104,71,76,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,0392,Infernape,104,71,108,534,"Fire,Fighting"
51,53,53,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,0393,Piplup,61,56,40,314,Water
66,68,64,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,0394,Prinplup,81,76,50,405,Water
86,88,84,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,0395,Empoleon,111,101,60,530,"Water,Steel"
55,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,0396,Starly,30,30,60,245,"Normal,Flying"
75,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,0397,Staravia,40,40,80,340,"Normal,Flying"
120,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,0398,Staraptor,50,60,100,485,"Normal,Flying"
45,40,59,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,0399,Bidoof,35,40,31,250,Normal
85,60,79,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,0400,Bibarel,55,60,71,410,"Normal,Water"
25,41,37,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,0401,Kricketot,25,41,25,194,Bug
85,51,77,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,0402,Kricketune,55,51,65,384,Bug
65,34,45,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,0403,Shinx,40,34,45,263,Electric
85,49,60,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,0404,Luxio,60,49,60,363,Electric
120,79,80,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,0405,Luxray,95,79,70,523,Electric
30,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,0406,Budew,50,70,55,280,"Grass,Poison"
70,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,0407,Roserade,125,105,90,515,"Grass,Poison"
125,40,67,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,0408,Cranidos,30,30,58,350,Rock
165,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,0409,Rampardos,65,50,58,495,Rock
42,118,30,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,0410,Shieldon,42,88,30,350,"Rock,Steel"
52,168,60,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,0411,Bastiodon,47,138,30,495,"Rock,Steel"
29,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,0412,Burmy,29,45,36,224,Bug
29,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,0412,Burmy,29,45,36,224,Bug
29,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,0412,Burmy,29,45,36,224,Bug
59,85,60,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,0413,Wormadam,79,105,36,424,"Bug,Grass"
79,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,0413,Wormadam,59,85,36,424,"Bug,Ground"
69,95,60,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,0413,Wormadam,69,95,36,424,"Bug,Steel"
94,50,70,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,0414,Mothim,94,50,66,424,"Bug,Flying"
30,42,30,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,0415,Combee,30,42,70,244,"Bug,Flying"
80,102,70,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,0416,Vespiquen,80,102,40,474,"Bug,Flying"
45,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,0417,Pachirisu,45,90,95,405,Electric
65,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,0418,Buizel,60,30,85,330,Water
105,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,0419,Floatzel,85,50,115,495,Water
35,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,0420,Cherubi,62,53,35,275,Grass
60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,0421,Cherrim,87,78,85,450,Grass
48,48,76,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,0422,Shellos,57,62,34,325,Water
83,68,111,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,0423,Gastrodon,92,82,39,475,"Water,Ground"
100,66,75,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,0424,Ambipom,60,66,115,482,Normal
50,34,90,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,0425,Drifloon,60,44,70,348,"Ghost,Flying"
80,44,150,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,0426,Drifblim,90,54,80,498,"Ghost,Flying"
66,44,55,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,0427,Buneary,44,56,85,350,Normal
76,84,65,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,0428,Lopunny,54,96,105,480,Normal
136,94,65,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,0428,Lopunny,54,96,135,580,"Normal,Fighting"
60,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,0429,Mismagius,105,105,105,495,Ghost
125,52,100,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,0430,Honchkrow,105,52,71,505,"Dark,Flying"
55,42,49,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,0431,Glameow,42,37,85,310,Normal
82,64,71,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,0432,Purugly,64,59,112,452,Normal
30,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,0433,Chingling,65,50,45,285,Psychic
63,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,0434,Stunky,41,41,74,329,"Poison,Dark"
93,67,103,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,0435,Skuntank,71,61,84,479,"Poison,Dark"
24,86,57,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,0436,Bronzor,24,86,23,300,"Steel,Psychic"
89,116,67,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,0437,Bronzong,79,116,33,500,"Steel,Psychic"
80,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,0438,Bonsly,10,45,10,290,Rock
25,45,20,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,0439,Mime Jr.,70,90,60,310,"Psychic,Fairy"
5,5,100,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,0440,Happiny,15,65,30,220,Normal
65,45,76,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,0441,Chatot,92,42,91,411,"Normal,Flying"
92,108,50,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,0442,Spiritomb,92,108,35,485,"Ghost,Dark"
70,45,58,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,0443,Gible,40,45,42,300,"Dragon,Ground"
90,65,68,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,0444,Gabite,50,55,82,410,"Dragon,Ground"
130,95,108,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,0445,Garchomp,80,85,102,600,"Dragon,Ground"
170,115,108,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,0445,Garchomp,120,95,92,700,"Dragon,Ground"
85,40,135,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,0446,Munchlax,40,85,5,390,Normal
70,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,0447,Riolu,35,40,60,285,Fighting
110,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,0448,Lucario,115,70,90,525,"Fighting,Steel"
145,88,70,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,0448,Lucario,140,70,112,625,"Fighting,Steel"
72,78,68,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,0449,Hippopotas,38,42,32,330,Ground
112,118,108,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,0450,Hippowdon,68,72,47,525,Ground
50,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,0451,Skorupi,30,55,65,330,"Poison,Bug"
90,110,70,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,0452,Drapion,60,75,95,500,"Poison,Dark"
61,40,48,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,0453,Croagunk,61,40,50,300,"Poison,Fighting"
106,65,83,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,0454,Toxicroak,86,65,85,490,"Poison,Fighting"
100,72,74,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,0455,Carnivine,90,72,46,454,Grass
49,56,49,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,0456,Finneon,49,61,66,330,Water
69,76,69,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,0457,Lumineon,69,86,91,460,Water
20,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,0458,Mantyke,60,120,50,345,"Water,Flying"
62,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,0459,Snover,62,60,40,334,"Grass,Ice"
92,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,0460,Abomasnow,92,85,60,494,"Grass,Ice"
132,105,90,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,0460,Abomasnow,132,105,30,594,"Grass,Ice"
120,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,0461,Weavile,45,85,125,510,"Dark,Ice"
70,115,70,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,0462,Magnezone,130,90,60,535,"Electric,Steel"
85,95,110,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,0463,Lickilicky,80,95,50,515,Normal
140,130,115,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,0464,Rhyperior,55,55,40,535,"Ground,Rock"
100,125,100,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,0465,Tangrowth,110,50,50,535,Grass
123,67,75,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,0466,Electivire,95,85,95,540,Electric
95,67,75,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,0467,Magmortar,125,95,83,540,Fire
50,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,0468,Togekiss,120,115,80,545,"Fairy,Flying"
76,86,86,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,0469,Yanmega,116,56,95,515,"Bug,Flying"
110,130,65,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,0470,Leafeon,60,65,95,525,Grass
60,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,0471,Glaceon,130,95,65,525,Ice
95,125,75,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,0472,Gliscor,45,75,95,510,"Ground,Flying"
130,80,110,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,0473,Mamoswine,70,60,80,530,"Ice,Ground"
80,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,0474,Porygon-Z,135,75,90,535,Normal
125,65,68,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,0475,Gallade,65,115,80,518,"Psychic,Fighting"
165,95,68,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,0475,Gallade,65,115,110,618,"Psychic,Fighting"
55,145,60,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,0476,Probopass,75,150,40,525,"Rock,Steel"
100,135,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,0477,Dusknoir,65,135,45,525,Ghost
80,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,0478,Froslass,80,70,110,480,"Ice,Ghost"
50,77,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,0479,Rotom,95,77,91,440,"Electric,Ghost"
65,107,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,0479,Rotom,105,107,86,520,"Electric,Fire"
65,107,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,0479,Rotom,105,107,86,520,"Electric,Water"
65,107,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,0479,Rotom,105,107,86,520,"Electric,Ice"
65,107,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,0479,Rotom,105,107,86,520,"Electric,Flying"
65,107,50,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,0479,Rotom,105,107,86,520,"Electric,Grass"
75,130,75,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,0480,Uxie,75,130,95,580,Psychic
105,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,0481,Mesprit,105,105,80,580,Psychic
125,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,0482,Azelf,125,70,115,580,Psychic
120,120,100,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,0483,Dialga,150,100,90,680,"Steel,Dragon"
100,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png,0483,Dialga,150,120,90,680,"Steel,Dragon"
120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,0484,Palkia,150,120,100,680,"Water,Dragon"
100,100,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png,0484,Palkia,150,120,120,680,"Water,Dragon"
90,106,91,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,0485,Heatran,130,106,77,600,"Fire,Steel"
160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,0486,Regigigas,80,110,100,670,Normal
100,120,150,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,0487,Giratina,100,120,90,680,"Ghost,Dragon"
120,100,150,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,0487,Giratina,120,100,90,680,"Ghost,Dragon"
70,110,120,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,0488,Cresselia,75,120,85,580,Psychic
80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,0489,Phione,80,80,80,480,Water
100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,0490,Manaphy,100,100,100,600,Water
90,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,0491,Darkrai,135,90,125,600,Dark
100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,0492,Shaymin,100,100,100,600,Grass
103,75,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,0492,Shaymin,120,75,127,600,"Grass,Flying"
120,120,120,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,0493,Arceus,120,120,120,720,Normal
100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,0494,Victini,100,100,100,600,"Psychic,Fire"
45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,0495,Snivy,45,55,63,308,Grass
60,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,0496,Servine,60,75,83,413,Grass
75,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,0497,Serperior,75,95,113,528,Grass
63,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,0498,Tepig,45,45,45,308,Fire
93,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,0499,Pignite,70,55,55,418,"Fire,Fighting"
123,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,0500,Emboar,100,65,65,528,"Fire,Fighting"
55,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,0501,Oshawott,63,45,45,308,Water
75,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,0502,Dewott,83,60,60,413,Water
100,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,0503,Samurott,108,70,70,528,Water
108,80,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png,0503,Samurott,100,65,85,528,"Water,Dark"
55,39,45,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,0504,Patrat,35,39,42,255,Normal
85,69,60,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,0505,Watchog,60,69,77,420,Normal
60,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,0506,Lillipup,25,45,55,275,Normal
80,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,0507,Herdier,35,65,60,370,Normal
110,90,85,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,0508,Stoutland,45,90,80,500,Normal
50,37,41,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,0509,Purrloin,50,37,66,281,Dark
88,50,64,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,0510,Liepard,88,50,106,446,Dark
53,48,50,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,0511,Pansage,53,48,64,316,Grass
98,63,75,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,0512,Simisage,98,63,101,498,Grass
53,48,50,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,0513,Pansear,53,48,64,316,Fire
98,63,75,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,0514,Simisear,98,63,101,498,Fire
53,48,50,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,0515,Panpour,53,48,64,316,Water
98,63,75,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,0516,Simipour,98,63,101,498,Water
25,45,76,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,0517,Munna,67,55,24,292,Psychic
55,85,116,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,0518,Musharna,107,95,29,487,Psychic
55,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,0519,Pidove,36,30,43,264,"Normal,Flying"
77,62,62,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,0520,Tranquill,50,42,65,358,"Normal,Flying"
115,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,0521,Unfezant,65,55,93,488,"Normal,Flying"
60,32,45,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,0522,Blitzle,50,32,76,295,Electric
100,63,75,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,0523,Zebstrika,80,63,116,497,Electric
75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,0524,Roggenrola,25,25,15,280,Rock
105,105,70,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,0525,Boldore,50,40,20,390,Rock
135,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,0526,Gigalith,60,80,25,515,Rock
45,43,65,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,0527,Woobat,55,43,72,323,"Psychic,Flying"
57,55,67,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,0528,Swoobat,77,55,114,425,"Psychic,Flying"
85,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,0529,Drilbur,30,45,68,328,Ground
135,60,110,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,0530,Excadrill,50,65,88,508,"Ground,Steel"
60,86,103,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,0531,Audino,60,86,50,445,Normal
60,126,103,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,0531,Audino,80,126,50,545,"Normal,Fairy"
80,55,75,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,0532,Timburr,25,35,35,305,Fighting
105,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,0533,Gurdurr,40,50,40,405,Fighting
140,95,105,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,0534,Conkeldurr,55,65,45,505,Fighting
50,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,0535,Tympole,50,40,64,294,Water
65,55,75,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,0536,Palpitoad,65,55,69,384,"Water,Ground"
95,75,105,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,0537,Seismitoad,85,75,74,509,"Water,Ground"
100,85,120,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,0538,Throh,30,85,45,465,Fighting
125,75,75,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,0539,Sawk,30,75,85,465,Fighting
53,70,45,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,0540,Sewaddle,40,60,42,310,"Bug,Grass"
63,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,0541,Swadloon,50,80,42,380,"Bug,Grass"
103,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,0542,Leavanny,70,80,92,500,"Bug,Grass"
45,59,30,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,0543,Venipede,30,39,57,260,"Bug,Poison"
55,99,40,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,0544,Whirlipede,40,79,47,360,"Bug,Poison"
100,89,60,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,0545,Scolipede,55,69,112,485,"Bug,Poison"
27,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,0546,Cottonee,37,50,66,280,"Grass,Fairy"
67,85,60,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,0547,Whimsicott,77,75,116,480,"Grass,Fairy"
35,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,0548,Petilil,70,50,30,280,Grass
60,75,70,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,0549,Lilligant,110,75,90,480,Grass
105,75,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png,0549,Lilligant,50,75,105,480,"Grass,Fighting"
92,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,0550,Basculin,80,55,98,460,Water
92,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,0550,Basculin,80,55,98,460,Water
92,65,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,0550,Basculin,80,55,98,460,Water
72,35,50,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,0551,Sandile,35,35,65,292,"Ground,Dark"
82,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,0552,Krokorok,45,45,74,351,"Ground,Dark"
117,80,95,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,0553,Krookodile,65,70,92,519,"Ground,Dark"
